order_details_id,order_id,order_date,order_time,item_id
4870,2155,2023-02-05,0 days 18:59:56,106.0
4871,2156,2023-02-05,0 days 19:29:29,117.0
4872,2156,2023-02-05,0 days 19:29:29,129.0
4873,2156,2023-02-05,0 days 19:29:29,121.0
4874,2157,2023-02-05,0 days 19:39:29,110.0
4875,2157,2023-02-05,0 days 19:39:29,105.0
4876,2158,2023-02-05,0 days 19:49:47,117.0
4877,2158,2023-02-05,0 days 19:49:47,113.0
4878,2159,2023-02-05,0 days 19:55:12,107.0
4879,2159,2023-02-05,0 days 19:55:12,102.0
4880,2159,2023-02-05,0 days 19:55:12,108.0
4881,2159,2023-02-05,0 days 19:55:12,109.0
4882,2160,2023-02-05,0 days 20:01:50,113.0
4883,2161,2023-02-05,0 days 20:10:24,101.0
4884,2161,2023-02-05,0 days 20:10:24,118.0
4885,2162,2023-02-05,0 days 20:15:06,108.0
4886,2162,2023-02-05,0 days 20:15:06,105.0
4887,2163,2023-02-05,0 days 20:18:08,115.0
4888,2163,2023-02-05,0 days 20:18:08,123.0
4889,2164,2023-02-05,0 days 20:23:49,103.0
4890,2165,2023-02-05,0 days 20:29:51,102.0
4891,2165,2023-02-05,0 days 20:29:51,105.0
4892,2166,2023-02-05,0 days 20:41:36,132.0
4893,2167,2023-02-05,0 days 20:56:14,122.0
4894,2168,2023-02-05,0 days 20:59:08,119.0
4895,2169,2023-02-05,0 days 21:23:02,119.0
4896,2169,2023-02-05,0 days 21:23:02,132.0
4897,2170,2023-02-05,0 days 21:34:23,124.0
4898,2171,2023-02-05,0 days 21:48:24,119.0
4899,2172,2023-02-05,0 days 21:51:44,115.0
4900,2172,2023-02-05,0 days 21:51:44,125.0
4901,2172,2023-02-05,0 days 21:51:44,120.0
4902,2172,2023-02-05,0 days 21:51:44,120.0
4903,2173,2023-02-05,0 days 21:56:42,107.0
4904,2174,2023-02-05,0 days 22:00:17,118.0
4905,2174,2023-02-05,0 days 22:00:17,120.0
4906,2174,2023-02-05,0 days 22:00:17,121.0
4907,2174,2023-02-05,0 days 22:00:17,105.0
4908,2175,2023-02-06,0 days 11:16:08,124.0
4909,2176,2023-02-06,0 days 11:18:53,116.0
4910,2177,2023-02-06,0 days 11:25:48,116.0
4911,2177,2023-02-06,0 days 11:25:48,113.0
4912,2178,2023-02-06,0 days 11:32:25,109.0
4913,2179,2023-02-06,0 days 11:54:09,113.0
4914,2180,2023-02-06,0 days 11:59:14,108.0
4915,2180,2023-02-06,0 days 11:59:14,130.0
4916,2181,2023-02-06,0 days 12:06:15,125.0
4917,2181,2023-02-06,0 days 12:06:15,125.0
4918,2182,2023-02-06,0 days 12:22:30,107.0
4919,2182,2023-02-06,0 days 12:22:30,102.0
4920,2182,2023-02-06,0 days 12:22:30,108.0
4921,2182,2023-02-06,0 days 12:22:30,125.0
4922,2182,2023-02-06,0 days 12:22:30,109.0
4923,2182,2023-02-06,0 days 12:22:30,110.0
4924,2182,2023-02-06,0 days 12:22:30,117.0
4925,2182,2023-02-06,0 days 12:22:30,118.0
4926,2182,2023-02-06,0 days 12:22:30,120.0
4927,2183,2023-02-06,0 days 12:25:17,101.0
4928,2183,2023-02-06,0 days 12:25:17,104.0
4929,2183,2023-02-06,0 days 12:25:17,111.0
4930,2183,2023-02-06,0 days 12:25:17,105.0
4931,2184,2023-02-06,0 days 12:40:25,107.0
4932,2184,2023-02-06,0 days 12:40:25,115.0
4933,2184,2023-02-06,0 days 12:40:25,108.0
4934,2185,2023-02-06,0 days 12:54:25,103.0
4935,2186,2023-02-06,0 days 13:03:16,112.0
4936,2187,2023-02-06,0 days 13:10:13,116.0
4937,2187,2023-02-06,0 days 13:10:13,124.0
4938,2187,2023-02-06,0 days 13:10:13,120.0
4939,2187,2023-02-06,0 days 13:10:13,105.0
4940,2187,2023-02-06,0 days 13:10:13,114.0
4941,2188,2023-02-06,0 days 13:13:33,116.0
4942,2188,2023-02-06,0 days 13:13:33,108.0
4943,2188,2023-02-06,0 days 13:13:33,124.0
4944,2188,2023-02-06,0 days 13:13:33,109.0
4945,2188,2023-02-06,0 days 13:13:33,109.0
4946,2188,2023-02-06,0 days 13:13:33,127.0
4947,2188,2023-02-06,0 days 13:13:33,128.0
4948,2188,2023-02-06,0 days 13:13:33,112.0
4949,2188,2023-02-06,0 days 13:13:33,112.0
4950,2188,2023-02-06,0 days 13:13:33,113.0
4951,2188,2023-02-06,0 days 13:13:33,121.0
4952,2188,2023-02-06,0 days 13:13:33,122.0
4953,2188,2023-02-06,0 days 13:13:33,131.0
4954,2189,2023-02-06,0 days 13:14:59,103.0
4955,2189,2023-02-06,0 days 13:14:59,119.0
4956,2190,2023-02-06,0 days 13:19:45,107.0
4957,2190,2023-02-06,0 days 13:19:45,111.0
4958,2191,2023-02-06,0 days 13:19:59,112.0
4959,2191,2023-02-06,0 days 13:19:59,131.0
4960,2191,2023-02-06,0 days 13:19:59,106.0
4961,2192,2023-02-06,0 days 13:20:41,106.0
4962,2193,2023-02-06,0 days 13:21:21,125.0
4963,2193,2023-02-06,0 days 13:21:21,109.0
4964,2193,2023-02-06,0 days 13:21:21,118.0
4965,2193,2023-02-06,0 days 13:21:21,119.0
4966,2194,2023-02-06,0 days 13:22:11,102.0
4967,2194,2023-02-06,0 days 13:22:11,108.0
4968,2195,2023-02-06,0 days 13:39:29,108.0
4969,2195,2023-02-06,0 days 13:39:29,118.0
4970,2195,2023-02-06,0 days 13:39:29,123.0
4971,2196,2023-02-06,0 days 13:45:32,105.0
4972,2197,2023-02-06,0 days 14:01:18,109.0
4973,2197,2023-02-06,0 days 14:01:18,111.0
4974,2198,2023-02-06,0 days 14:13:09,102.0
4975,2198,2023-02-06,0 days 14:13:09,108.0
4976,2198,2023-02-06,0 days 14:13:09,126.0
4977,2198,2023-02-06,0 days 14:13:09,110.0
4978,2199,2023-02-06,0 days 14:36:06,120.0
4979,2200,2023-02-06,0 days 15:21:45,130.0
4980,2201,2023-02-06,0 days 15:24:02,128.0
4981,2202,2023-02-06,0 days 15:31:14,111.0
4982,2202,2023-02-06,0 days 15:31:14,131.0
4983,2203,2023-02-06,0 days 16:11:41,101.0
4984,2203,2023-02-06,0 days 16:11:41,129.0
4985,2203,2023-02-06,0 days 16:11:41,105.0
4986,2203,2023-02-06,0 days 16:11:41,131.0
4987,2204,2023-02-06,0 days 16:28:46,130.0
4988,2205,2023-02-06,0 days 16:39:28,101.0
4989,2205,2023-02-06,0 days 16:39:28,117.0
4990,2206,2023-02-06,0 days 16:59:29,107.0
4991,2206,2023-02-06,0 days 16:59:29,102.0
4992,2206,2023-02-06,0 days 16:59:29,112.0
4993,2207,2023-02-06,0 days 17:00:57,106.0
4994,2208,2023-02-06,0 days 17:10:44,107.0
4995,2208,2023-02-06,0 days 17:10:44,109.0
4996,2209,2023-02-06,0 days 17:11:37,105.0
4997,2209,2023-02-06,0 days 17:11:37,122.0
4998,2209,2023-02-06,0 days 17:11:37,132.0
4999,2210,2023-02-06,0 days 17:24:07,108.0
5000,2211,2023-02-06,0 days 17:30:36,126.0
5001,2211,2023-02-06,0 days 17:30:36,111.0
5002,2212,2023-02-06,0 days 17:52:48,113.0
5003,2213,2023-02-06,0 days 17:53:26,124.0
5004,2213,2023-02-06,0 days 17:53:26,106.0
5005,2214,2023-02-06,0 days 17:57:31,120.0
5006,2214,2023-02-06,0 days 17:57:31,122.0
5007,2215,2023-02-06,0 days 18:07:53,109.0
5008,2215,2023-02-06,0 days 18:07:53,122.0
5009,2216,2023-02-06,0 days 18:10:26,117.0
5010,2216,2023-02-06,0 days 18:10:26,120.0
5011,2217,2023-02-06,0 days 18:21:44,101.0
5012,2217,2023-02-06,0 days 18:21:44,118.0
5013,2217,2023-02-06,0 days 18:21:44,120.0
5014,2218,2023-02-06,0 days 18:29:00,130.0
5015,2218,2023-02-06,0 days 18:29:00,131.0
5016,2219,2023-02-06,0 days 18:41:54,128.0
5017,2219,2023-02-06,0 days 18:41:54,132.0
5018,2220,2023-02-06,0 days 18:46:32,128.0
5019,2221,2023-02-06,0 days 18:47:16,116.0
5020,2221,2023-02-06,0 days 18:47:16,105.0
5021,2221,2023-02-06,0 days 18:47:16,106.0
5022,2221,2023-02-06,0 days 18:47:16,132.0
5023,2222,2023-02-06,0 days 18:51:55,101.0
5024,2222,2023-02-06,0 days 18:51:55,116.0
5025,2222,2023-02-06,0 days 18:51:55,120.0
5026,2223,2023-02-06,0 days 19:02:30,
5027,2224,2023-02-06,0 days 19:02:49,117.0
5028,2225,2023-02-06,0 days 19:23:26,120.0
5029,2226,2023-02-06,0 days 19:29:57,102.0
5030,2226,2023-02-06,0 days 19:29:57,113.0
5031,2226,2023-02-06,0 days 19:29:57,122.0
5032,2227,2023-02-06,0 days 19:43:48,132.0
5033,2228,2023-02-06,0 days 20:04:33,111.0
5034,2228,2023-02-06,0 days 20:04:33,130.0
5035,2229,2023-02-06,0 days 20:16:54,102.0
5036,2229,2023-02-06,0 days 20:16:54,109.0
5037,2229,2023-02-06,0 days 20:16:54,112.0
5038,2230,2023-02-06,0 days 20:41:12,108.0
5039,2231,2023-02-06,0 days 20:42:58,131.0
5040,2232,2023-02-06,0 days 20:50:02,101.0
5041,2232,2023-02-06,0 days 20:50:02,124.0
5042,2232,2023-02-06,0 days 20:50:02,117.0
5043,2233,2023-02-06,0 days 21:07:01,109.0
5044,2234,2023-02-06,0 days 21:17:17,107.0
5045,2234,2023-02-06,0 days 21:17:17,124.0
5046,2234,2023-02-06,0 days 21:17:17,117.0
5047,2234,2023-02-06,0 days 21:17:17,132.0
5048,2235,2023-02-06,0 days 21:26:37,111.0
5049,2235,2023-02-06,0 days 21:26:37,118.0
5050,2236,2023-02-06,0 days 21:32:03,104.0
5051,2236,2023-02-06,0 days 21:32:03,118.0
5052,2236,2023-02-06,0 days 21:32:03,130.0
5053,2237,2023-02-06,0 days 21:37:09,102.0
5054,2237,2023-02-06,0 days 21:37:09,109.0
5055,2237,2023-02-06,0 days 21:37:09,122.0
5056,2238,2023-02-06,0 days 21:38:28,114.0
5057,2239,2023-02-06,0 days 22:09:09,108.0
5058,2240,2023-02-06,0 days 22:22:17,115.0
5059,2240,2023-02-06,0 days 22:22:17,130.0
5060,2241,2023-02-07,0 days 11:40:43,109.0
5061,2241,2023-02-07,0 days 11:40:43,131.0
5062,2241,2023-02-07,0 days 11:40:43,106.0
5063,2242,2023-02-07,0 days 11:57:32,107.0
5064,2242,2023-02-07,0 days 11:57:32,102.0
5065,2242,2023-02-07,0 days 11:57:32,110.0
5066,2242,2023-02-07,0 days 11:57:32,117.0
5067,2242,2023-02-07,0 days 11:57:32,129.0
5068,2243,2023-02-07,0 days 12:22:59,101.0
5069,2243,2023-02-07,0 days 12:22:59,104.0
5070,2244,2023-02-07,0 days 12:24:36,132.0
5071,2245,2023-02-07,0 days 12:30:31,122.0
5072,2246,2023-02-07,0 days 12:52:30,102.0
5073,2246,2023-02-07,0 days 12:52:30,108.0
5074,2247,2023-02-07,0 days 13:15:55,120.0
5075,2248,2023-02-07,0 days 13:22:06,103.0
5076,2248,2023-02-07,0 days 13:22:06,105.0
5077,2249,2023-02-07,0 days 13:24:15,130.0
5078,2250,2023-02-07,0 days 13:31:14,119.0
5079,2251,2023-02-07,0 days 13:58:00,106.0
5080,2251,2023-02-07,0 days 13:58:00,114.0
5081,2252,2023-02-07,0 days 14:32:17,107.0
5082,2252,2023-02-07,0 days 14:32:17,132.0
5083,2253,2023-02-07,0 days 14:54:01,101.0
5084,2254,2023-02-07,0 days 15:00:58,101.0
5085,2254,2023-02-07,0 days 15:00:58,115.0
5086,2254,2023-02-07,0 days 15:00:58,108.0
5087,2254,2023-02-07,0 days 15:00:58,117.0
5088,2254,2023-02-07,0 days 15:00:58,117.0
5089,2254,2023-02-07,0 days 15:00:58,127.0
5090,2254,2023-02-07,0 days 15:00:58,120.0
5091,2254,2023-02-07,0 days 15:00:58,106.0
5092,2254,2023-02-07,0 days 15:00:58,132.0
5093,2255,2023-02-07,0 days 15:15:54,107.0
5094,2255,2023-02-07,0 days 15:15:54,108.0
5095,2255,2023-02-07,0 days 15:15:54,122.0
5096,2256,2023-02-07,0 days 15:22:04,125.0
5097,2256,2023-02-07,0 days 15:22:04,113.0
5098,2256,2023-02-07,0 days 15:22:04,106.0
5099,2256,2023-02-07,0 days 15:22:04,132.0
5100,2257,2023-02-07,0 days 15:28:55,107.0
5101,2257,2023-02-07,0 days 15:28:55,117.0
5102,2257,2023-02-07,0 days 15:28:55,106.0
5103,2258,2023-02-07,0 days 15:34:05,
5104,2259,2023-02-07,0 days 15:41:25,119.0
5105,2260,2023-02-07,0 days 15:43:28,101.0
5106,2260,2023-02-07,0 days 15:43:28,115.0
5107,2260,2023-02-07,0 days 15:43:28,130.0
5108,2260,2023-02-07,0 days 15:43:28,131.0
5109,2261,2023-02-07,0 days 15:48:00,110.0
5110,2262,2023-02-07,0 days 16:36:54,125.0
5111,2262,2023-02-07,0 days 16:36:54,119.0
5112,2263,2023-02-07,0 days 16:42:45,102.0
5113,2263,2023-02-07,0 days 16:42:45,122.0
5114,2264,2023-02-07,0 days 16:46:03,110.0
5115,2264,2023-02-07,0 days 16:46:03,131.0
5116,2265,2023-02-07,0 days 17:05:42,101.0
5117,2265,2023-02-07,0 days 17:05:42,126.0
5118,2265,2023-02-07,0 days 17:05:42,109.0
5119,2265,2023-02-07,0 days 17:05:42,132.0
5120,2266,2023-02-07,0 days 17:20:38,131.0
5121,2267,2023-02-07,0 days 17:22:30,103.0
5122,2267,2023-02-07,0 days 17:22:30,108.0
5123,2267,2023-02-07,0 days 17:22:30,121.0
5124,2268,2023-02-07,0 days 17:27:05,105.0
5125,2269,2023-02-07,0 days 17:40:20,107.0
5126,2269,2023-02-07,0 days 17:40:20,117.0
5127,2270,2023-02-07,0 days 17:57:15,120.0
5128,2270,2023-02-07,0 days 17:57:15,106.0
5129,2271,2023-02-07,0 days 18:09:56,105.0
5130,2272,2023-02-07,0 days 18:17:46,104.0
5131,2272,2023-02-07,0 days 18:17:46,127.0
5132,2272,2023-02-07,0 days 18:17:46,118.0
5133,2272,2023-02-07,0 days 18:17:46,131.0
5134,2273,2023-02-07,0 days 18:31:29,107.0
5135,2273,2023-02-07,0 days 18:31:29,116.0
5136,2273,2023-02-07,0 days 18:31:29,110.0
5137,2274,2023-02-07,0 days 18:35:51,132.0
5138,2275,2023-02-07,0 days 18:42:49,108.0
5139,2275,2023-02-07,0 days 18:42:49,109.0
5140,2276,2023-02-07,0 days 18:44:16,103.0
5141,2277,2023-02-07,0 days 18:53:49,116.0
5142,2277,2023-02-07,0 days 18:53:49,125.0
5143,2277,2023-02-07,0 days 18:53:49,125.0
5144,2277,2023-02-07,0 days 18:53:49,121.0
5145,2278,2023-02-07,0 days 19:02:51,131.0
5146,2278,2023-02-07,0 days 19:02:51,132.0
5147,2279,2023-02-07,0 days 19:13:49,125.0
5148,2280,2023-02-07,0 days 19:14:00,117.0
5149,2280,2023-02-07,0 days 19:14:00,113.0
5150,2280,2023-02-07,0 days 19:14:00,119.0
5151,2280,2023-02-07,0 days 19:14:00,131.0
5152,2281,2023-02-07,0 days 19:15:58,131.0
5153,2282,2023-02-07,0 days 19:33:21,114.0
5154,2283,2023-02-07,0 days 19:34:04,103.0
5155,2283,2023-02-07,0 days 19:34:04,124.0
5156,2283,2023-02-07,0 days 19:34:04,126.0
5157,2283,2023-02-07,0 days 19:34:04,129.0
5158,2284,2023-02-07,0 days 19:35:53,102.0
5159,2284,2023-02-07,0 days 19:35:53,108.0
5160,2284,2023-02-07,0 days 19:35:53,110.0
5161,2285,2023-02-07,0 days 19:38:29,117.0
5162,2286,2023-02-07,0 days 19:42:45,110.0
5163,2287,2023-02-07,0 days 20:13:16,117.0
5164,2288,2023-02-07,0 days 20:20:41,106.0
5165,2289,2023-02-07,0 days 20:29:43,102.0
5166,2289,2023-02-07,0 days 20:29:43,119.0
5167,2289,2023-02-07,0 days 20:29:43,120.0
5168,2289,2023-02-07,0 days 20:29:43,131.0
5169,2290,2023-02-07,0 days 20:47:23,110.0
5170,2291,2023-02-07,0 days 20:55:05,102.0
5171,2291,2023-02-07,0 days 20:55:05,102.0
5172,2291,2023-02-07,0 days 20:55:05,124.0
5173,2292,2023-02-07,0 days 20:57:53,108.0
5174,2292,2023-02-07,0 days 20:57:53,113.0
5175,2292,2023-02-07,0 days 20:57:53,119.0
5176,2292,2023-02-07,0 days 20:57:53,105.0
5177,2293,2023-02-07,0 days 21:14:52,101.0
5178,2293,2023-02-07,0 days 21:14:52,122.0
5179,2294,2023-02-07,0 days 21:16:09,119.0
5180,2295,2023-02-07,0 days 21:21:53,119.0
5181,2296,2023-02-07,0 days 21:24:01,102.0
5182,2296,2023-02-07,0 days 21:24:01,117.0
5183,2296,2023-02-07,0 days 21:24:01,105.0
5184,2296,2023-02-07,0 days 21:24:01,122.0
5185,2297,2023-02-07,0 days 21:35:12,126.0
5186,2298,2023-02-07,0 days 21:40:33,104.0
5187,2298,2023-02-07,0 days 21:40:33,108.0
5188,2298,2023-02-07,0 days 21:40:33,105.0
5189,2298,2023-02-07,0 days 21:40:33,106.0
5190,2299,2023-02-07,0 days 21:55:00,119.0
5191,2299,2023-02-07,0 days 21:55:00,114.0
5192,2300,2023-02-07,0 days 21:59:07,125.0
5193,2301,2023-02-07,0 days 22:10:57,116.0
5194,2301,2023-02-07,0 days 22:10:57,102.0
5195,2302,2023-02-08,0 days 11:46:15,124.0
5196,2302,2023-02-08,0 days 11:46:15,110.0
5197,2303,2023-02-08,0 days 12:10:20,103.0
5198,2303,2023-02-08,0 days 12:10:20,114.0
5199,2304,2023-02-08,0 days 12:22:04,107.0
5200,2304,2023-02-08,0 days 12:22:04,128.0
5201,2305,2023-02-08,0 days 12:27:40,107.0
5202,2306,2023-02-08,0 days 12:45:27,113.0
5203,2306,2023-02-08,0 days 12:45:27,113.0
5204,2306,2023-02-08,0 days 12:45:27,119.0
5205,2307,2023-02-08,0 days 12:51:06,131.0
5206,2308,2023-02-08,0 days 13:03:37,117.0
5207,2308,2023-02-08,0 days 13:03:37,119.0
5208,2308,2023-02-08,0 days 13:03:37,130.0
5209,2309,2023-02-08,0 days 13:06:36,101.0
5210,2309,2023-02-08,0 days 13:06:36,102.0
5211,2309,2023-02-08,0 days 13:06:36,103.0
5212,2309,2023-02-08,0 days 13:06:36,104.0
5213,2309,2023-02-08,0 days 13:06:36,125.0
5214,2309,2023-02-08,0 days 13:06:36,117.0
5215,2309,2023-02-08,0 days 13:06:36,129.0
5216,2309,2023-02-08,0 days 13:06:36,122.0
5217,2309,2023-02-08,0 days 13:06:36,130.0
5218,2310,2023-02-08,0 days 13:38:04,113.0
5219,2311,2023-02-08,0 days 13:38:52,131.0
5220,2312,2023-02-08,0 days 14:10:27,109.0
5221,2312,2023-02-08,0 days 14:10:27,128.0
5222,2312,2023-02-08,0 days 14:10:27,105.0
5223,2313,2023-02-08,0 days 14:12:59,115.0
5224,2313,2023-02-08,0 days 14:12:59,109.0
5225,2314,2023-02-08,0 days 14:25:11,107.0
5226,2314,2023-02-08,0 days 14:25:11,105.0
5227,2314,2023-02-08,0 days 14:25:11,122.0
5228,2315,2023-02-08,0 days 14:33:52,124.0
5229,2315,2023-02-08,0 days 14:33:52,117.0
5230,2315,2023-02-08,0 days 14:33:52,113.0
5231,2315,2023-02-08,0 days 14:33:52,119.0
5232,2316,2023-02-08,0 days 14:37:47,109.0
5233,2317,2023-02-08,0 days 14:49:35,101.0
5234,2317,2023-02-08,0 days 14:49:35,112.0
5235,2317,2023-02-08,0 days 14:49:35,118.0
5236,2317,2023-02-08,0 days 14:49:35,120.0
5237,2318,2023-02-08,0 days 15:00:00,122.0
5238,2319,2023-02-08,0 days 15:10:49,118.0
5239,2319,2023-02-08,0 days 15:10:49,119.0
5240,2320,2023-02-08,0 days 15:27:41,108.0
5241,2321,2023-02-08,0 days 15:33:33,117.0
5242,2322,2023-02-08,0 days 15:46:13,103.0
5243,2322,2023-02-08,0 days 15:46:13,110.0
5244,2322,2023-02-08,0 days 15:46:13,113.0
5245,2322,2023-02-08,0 days 15:46:13,106.0
5246,2323,2023-02-08,0 days 16:07:18,101.0
5247,2324,2023-02-08,0 days 16:16:21,120.0
5248,2325,2023-02-08,0 days 16:28:32,118.0
5249,2326,2023-02-08,0 days 16:28:40,124.0
5250,2326,2023-02-08,0 days 16:28:40,109.0
5251,2326,2023-02-08,0 days 16:28:40,111.0
5252,2326,2023-02-08,0 days 16:28:40,106.0
5253,2327,2023-02-08,0 days 16:58:21,102.0
5254,2327,2023-02-08,0 days 16:58:21,111.0
5255,2328,2023-02-08,0 days 17:02:47,102.0
5256,2329,2023-02-08,0 days 17:19:00,109.0
5257,2329,2023-02-08,0 days 17:19:00,122.0
5258,2329,2023-02-08,0 days 17:19:00,123.0
5259,2330,2023-02-08,0 days 17:19:54,113.0
5260,2330,2023-02-08,0 days 17:19:54,119.0
5261,2331,2023-02-08,0 days 17:20:08,127.0
5262,2331,2023-02-08,0 days 17:20:08,131.0
5263,2332,2023-02-08,0 days 17:53:01,107.0
5264,2332,2023-02-08,0 days 17:53:01,103.0
5265,2332,2023-02-08,0 days 17:53:01,108.0
5266,2333,2023-02-08,0 days 18:02:00,104.0
5267,2333,2023-02-08,0 days 18:02:00,110.0
5268,2333,2023-02-08,0 days 18:02:00,110.0
5269,2333,2023-02-08,0 days 18:02:00,122.0
5270,2334,2023-02-08,0 days 18:06:04,124.0
5271,2334,2023-02-08,0 days 18:06:04,122.0
5272,2334,2023-02-08,0 days 18:06:04,130.0
5273,2335,2023-02-08,0 days 18:20:27,108.0
5274,2335,2023-02-08,0 days 18:20:27,105.0
5275,2335,2023-02-08,0 days 18:20:27,122.0
5276,2336,2023-02-08,0 days 18:24:31,112.0
5277,2337,2023-02-08,0 days 18:50:18,107.0
5278,2337,2023-02-08,0 days 18:50:18,109.0
5279,2338,2023-02-08,0 days 18:51:54,106.0
5280,2339,2023-02-08,0 days 18:54:41,128.0
5281,2339,2023-02-08,0 days 18:54:41,114.0
5282,2340,2023-02-08,0 days 18:59:56,127.0
5283,2340,2023-02-08,0 days 18:59:56,132.0
5284,2341,2023-02-08,0 days 19:07:53,101.0
5285,2341,2023-02-08,0 days 19:07:53,117.0
5286,2341,2023-02-08,0 days 19:07:53,127.0
5287,2342,2023-02-08,0 days 19:12:49,106.0
5288,2343,2023-02-08,0 days 19:20:14,122.0
5289,2343,2023-02-08,0 days 19:20:14,106.0
5290,2344,2023-02-08,0 days 20:20:37,108.0
5291,2344,2023-02-08,0 days 20:20:37,109.0
5292,2344,2023-02-08,0 days 20:20:37,110.0
5293,2345,2023-02-08,0 days 20:20:51,120.0
5294,2346,2023-02-08,0 days 20:25:39,101.0
5295,2346,2023-02-08,0 days 20:25:39,102.0
5296,2346,2023-02-08,0 days 20:25:39,128.0
5297,2346,2023-02-08,0 days 20:25:39,119.0
5298,2347,2023-02-08,0 days 20:28:32,126.0
5299,2347,2023-02-08,0 days 20:28:32,113.0
5300,2347,2023-02-08,0 days 20:28:32,105.0
5301,2348,2023-02-08,0 days 20:58:36,101.0
5302,2348,2023-02-08,0 days 20:58:36,115.0
5303,2348,2023-02-08,0 days 20:58:36,121.0
5304,2349,2023-02-08,0 days 20:59:06,122.0
5305,2350,2023-02-08,0 days 21:21:37,120.0
5306,2351,2023-02-08,0 days 21:52:14,109.0
5307,2351,2023-02-08,0 days 21:52:14,119.0
5308,2351,2023-02-08,0 days 21:52:14,119.0
5309,2351,2023-02-08,0 days 21:52:14,123.0
5310,2352,2023-02-08,0 days 22:21:27,112.0
5311,2352,2023-02-08,0 days 22:21:27,106.0
5312,2353,2023-02-08,0 days 22:23:41,106.0
5313,2354,2023-02-08,0 days 22:36:28,129.0
5314,2354,2023-02-08,0 days 22:36:28,119.0
5315,2354,2023-02-08,0 days 22:36:28,123.0
5316,2354,2023-02-08,0 days 22:36:28,132.0
5317,2355,2023-02-09,0 days 11:26:25,129.0
5318,2356,2023-02-09,0 days 11:31:10,114.0
5319,2357,2023-02-09,0 days 11:44:49,
5320,2358,2023-02-09,0 days 12:13:41,102.0
5321,2358,2023-02-09,0 days 12:13:41,117.0
5322,2359,2023-02-09,0 days 12:16:09,132.0
5323,2360,2023-02-09,0 days 12:19:47,102.0
5324,2360,2023-02-09,0 days 12:19:47,120.0
5325,2361,2023-02-09,0 days 12:23:58,113.0
5326,2362,2023-02-09,0 days 12:30:05,125.0
5327,2362,2023-02-09,0 days 12:30:05,111.0
5328,2362,2023-02-09,0 days 12:30:05,105.0
5329,2363,2023-02-09,0 days 12:35:50,108.0
5330,2363,2023-02-09,0 days 12:35:50,119.0
5331,2363,2023-02-09,0 days 12:35:50,120.0
5332,2363,2023-02-09,0 days 12:35:50,106.0
5333,2364,2023-02-09,0 days 12:52:36,101.0
5334,2364,2023-02-09,0 days 12:52:36,109.0
5335,2364,2023-02-09,0 days 12:52:36,117.0
5336,2364,2023-02-09,0 days 12:52:36,127.0
5337,2364,2023-02-09,0 days 12:52:36,127.0
5338,2364,2023-02-09,0 days 12:52:36,127.0
5339,2364,2023-02-09,0 days 12:52:36,119.0
5340,2364,2023-02-09,0 days 12:52:36,120.0
5341,2364,2023-02-09,0 days 12:52:36,132.0
5342,2365,2023-02-09,0 days 13:02:33,109.0
5343,2366,2023-02-09,0 days 13:07:01,117.0
5344,2366,2023-02-09,0 days 13:07:01,106.0
5345,2366,2023-02-09,0 days 13:07:01,106.0
5346,2367,2023-02-09,0 days 13:08:29,112.0
5347,2367,2023-02-09,0 days 13:08:29,131.0
5348,2368,2023-02-09,0 days 13:35:05,105.0
5349,2369,2023-02-09,0 days 14:00:19,107.0
5350,2369,2023-02-09,0 days 14:00:19,102.0
5351,2369,2023-02-09,0 days 14:00:19,124.0
5352,2369,2023-02-09,0 days 14:00:19,117.0
5353,2369,2023-02-09,0 days 14:00:19,113.0
5354,2369,2023-02-09,0 days 14:00:19,118.0
5355,2369,2023-02-09,0 days 14:00:19,120.0
5356,2369,2023-02-09,0 days 14:00:19,105.0
5357,2369,2023-02-09,0 days 14:00:19,105.0
5358,2369,2023-02-09,0 days 14:00:19,106.0
5359,2369,2023-02-09,0 days 14:00:19,114.0
5360,2369,2023-02-09,0 days 14:00:19,
5361,2370,2023-02-09,0 days 14:00:23,127.0
5362,2370,2023-02-09,0 days 14:00:23,106.0
5363,2371,2023-02-09,0 days 14:00:40,104.0
5364,2372,2023-02-09,0 days 14:04:34,107.0
5365,2372,2023-02-09,0 days 14:04:34,124.0
5366,2372,2023-02-09,0 days 14:04:34,126.0
5367,2372,2023-02-09,0 days 14:04:34,122.0
5368,2373,2023-02-09,0 days 14:29:17,130.0
5369,2374,2023-02-09,0 days 14:35:54,125.0
5370,2374,2023-02-09,0 days 14:35:54,126.0
5371,2374,2023-02-09,0 days 14:35:54,117.0
5372,2374,2023-02-09,0 days 14:35:54,113.0
5373,2375,2023-02-09,0 days 15:14:42,101.0
5374,2375,2023-02-09,0 days 15:14:42,111.0
5375,2375,2023-02-09,0 days 15:14:42,132.0
5376,2376,2023-02-09,0 days 15:25:59,101.0
5377,2376,2023-02-09,0 days 15:25:59,108.0
5378,2376,2023-02-09,0 days 15:25:59,125.0
5379,2376,2023-02-09,0 days 15:25:59,110.0
5380,2377,2023-02-09,0 days 15:26:16,109.0
5381,2377,2023-02-09,0 days 15:26:16,122.0
5382,2378,2023-02-09,0 days 16:05:30,111.0
5383,2378,2023-02-09,0 days 16:05:30,119.0
5384,2379,2023-02-09,0 days 16:18:14,110.0
5385,2379,2023-02-09,0 days 16:18:14,129.0
5386,2380,2023-02-09,0 days 16:22:26,103.0
5387,2380,2023-02-09,0 days 16:22:26,111.0
